seed,cinn_rmse,mlp_rmse
42,0.24277354511848453,0.07819194607622637
43,0.0756667068959371,0.13022201854070872
44,0.08945522501976058,0.07818094649121246
45,0.18489019989436764,0.15492814467559643
46,0.11272837817577908,0.11430711739284288
47,0.19867615195156668,0.13015843025638882
48,0.1464252599563686,0.08822324633534698
49,0.07029623303309361,0.0761510846666578
50,0.12191276573150055,0.11944197014222532
51,0.1275812454917844,0.0934757593645233
