model,dropout,surface,trial,rmse_bps,epp_bps,time_ms,epochs_trained
ICNN,0.2,43,0,640.4812376903302,0.0,2184.1371059417725,173
ICNN,0.2,43,1,440.84339930491404,0.0,2521.6174125671387,195
ICNN,0.2,43,2,465.29909748380567,0.0,2742.0361042022705,216
ICNN,0.4,43,0,798.030755912756,0.0,2472.942113876343,187
ICNN,0.4,43,1,664.9489707222907,0.0,2168.8294410705566,176
ICNN,0.4,43,2,823.5096467801724,0.0,2535.480737686157,201
ICNN,0.6,43,0,492.54673696720556,0.0,2256.3438415527344,185
ICNN,0.6,43,1,416.8101379375776,0.0,2424.893617630005,194
ICNN,0.6,43,2,509.30020376092443,0.0,2237.670421600342,186
ICNN,0.2,44,0,577.109586627508,0.0,2178.79581451416,170
ICNN,0.2,44,1,503.01700864302694,0.0,2350.998640060425,183
ICNN,0.2,44,2,447.47373385952744,0.0,2714.505434036255,178
ICNN,0.4,44,0,445.4139818725065,0.0,2445.2872276306152,191
ICNN,0.4,44,1,516.156309877646,0.0,2238.2216453552246,180
ICNN,0.4,44,2,517.4253034006258,0.0,2325.352907180786,187
ICNN,0.6,44,0,465.0846894447513,0.0,2254.4755935668945,185
ICNN,0.6,44,1,491.54804246004727,0.0,2517.4167156219482,193
ICNN,0.6,44,2,553.8715908369686,0.0,2261.8422508239746,186
ICNN,0.2,45,0,756.2819386294888,0.0,2417.7353382110596,193
ICNN,0.2,45,1,765.3632422341419,0.0,2488.95001411438,180
ICNN,0.2,45,2,525.4877451773798,0.0,2722.6083278656006,208
ICNN,0.4,45,0,842.1619089966753,0.0,2179.837703704834,167
ICNN,0.4,45,1,482.46818108717906,0.0,2400.543689727783,189
ICNN,0.4,45,2,704.8679873240945,0.0,2601.2651920318604,206
ICNN,0.6,45,0,816.2880170701059,0.0,1972.8071689605713,162
ICNN,0.6,45,1,583.6211903552918,0.0,2266.2534713745117,181
ICNN,0.6,45,2,597.2546365370249,0.0,2060.2829456329346,169
ICNN,0.2,46,0,540.1470895169855,0.0,2218.3103561401367,176
ICNN,0.2,46,1,621.8042458987818,0.0,2555.9675693511963,184
ICNN,0.2,46,2,553.6039073695995,0.0,2750.051736831665,210
ICNN,0.4,46,0,483.0946637401654,0.0,2516.9527530670166,194
ICNN,0.4,46,1,640.4625676850186,0.0,2685.988664627075,216
ICNN,0.4,46,2,751.8312689779159,0.0,2131.2992572784424,169
ICNN,0.6,46,0,593.7202251322668,0.0,2520.4620361328125,202
ICNN,0.6,46,1,520.4502125647749,0.0,2580.516815185547,206
ICNN,0.6,46,2,780.06648883392,0.0,1980.240821838379,162
ICNN,0.2,47,0,493.45578771194795,0.0,2639.163017272949,206
ICNN,0.2,47,1,468.3585557667083,0.0,2693.044900894165,209
ICNN,0.2,47,2,667.6642723097106,0.0,2191.3111209869385,173
ICNN,0.4,47,0,466.7806134314551,0.0,2925.6417751312256,219
ICNN,0.4,47,1,612.015522568186,0.0,2713.296890258789,167
ICNN,0.4,47,2,589.3731413613195,0.0,2459.429979324341,185
ICNN,0.6,47,0,435.10517055172375,0.0,2299.821376800537,184
ICNN,0.6,47,1,573.5879773331338,0.0,2386.728525161743,196
ICNN,0.6,47,2,535.4463974920302,0.0,2439.9075508117676,201
ICNN,0.2,48,0,312.10635176567365,0.0,2539.215087890625,194
ICNN,0.2,48,1,656.716733512701,0.0,2749.7646808624268,212
ICNN,0.2,48,2,815.0241744767637,0.0,2075.46329498291,159
ICNN,0.4,48,0,575.3057284060952,0.0,2056.7619800567627,165
ICNN,0.4,48,1,592.0363060269258,0.0,2615.840435028076,207
ICNN,0.4,48,2,540.8773622879596,0.0,2251.239061355591,179
ICNN,0.6,48,0,422.7634373828592,0.0,2290.8670902252197,179
ICNN,0.6,48,1,490.78453189995884,0.0,2195.4338550567627,178
ICNN,0.6,48,2,691.7428465048151,0.0,2232.834815979004,179
ICNN,0.2,49,0,308.5675271872591,0.0,2703.0255794525146,208
ICNN,0.2,49,1,767.8396032760827,0.0,2008.2790851593018,156
ICNN,0.2,49,2,441.3477614221242,0.0,2510.2005004882812,198
ICNN,0.4,49,0,607.9404590987236,0.0,2068.17364692688,166
ICNN,0.4,49,1,644.4910524108371,0.0,2468.966484069824,182
ICNN,0.4,49,2,435.3042500445717,0.0,2869.105100631714,211
ICNN,0.6,49,0,723.7823531429165,0.0,2267.371416091919,176
ICNN,0.6,49,1,689.1013797579245,0.0,2059.7660541534424,173
ICNN,0.6,49,2,552.2603003917809,0.0,2288.3613109588623,187
