model,dropout,surface,trial,rmse_bps,epp_bps,regime,asset,time_ms
CINN,0.6,12,1,1436.5488696878758,0.0,normal,EURUSD,4524.895906448364
MLP,0.6,12,1,969.9548642543118,0.0,normal,EURUSD,4517.4720287323
SVI,0.6,12,2,692.4408555632014,0.0,normal,EURUSD,
CINN,0.6,12,2,936.9348291686682,0.0,normal,EURUSD,4882.461071014404
MLP,0.6,12,2,1074.9679505124225,0.0,normal,EURUSD,4849.864959716797
SVI,0.2,13,0,611.9648336780205,0.0,low_vol,EURUSD,
CINN,0.2,13,0,705.4611235337705,0.0,low_vol,EURUSD,10455.438375473022
MLP,0.2,13,0,697.8253632958205,0.0,low_vol,EURUSD,15991.484642028809
SVI,0.2,13,1,621.6778247844699,0.0,low_vol,EURUSD,
CINN,0.2,13,1,864.880747383436,0.0,low_vol,EURUSD,13643.0504322052
MLP,0.2,13,1,2120.5218736624797,0.0,low_vol,EURUSD,10711.426734924316
SVI,0.2,13,2,639.2229822446718,0.0,low_vol,EURUSD,
CINN,0.2,13,2,500.5191678895249,0.0,low_vol,EURUSD,9808.002471923828
MLP,0.2,13,2,756.6756490218092,0.0,low_vol,EURUSD,9923.001289367676
SVI,0.4,13,0,565.5187721208122,0.0,low_vol,EURUSD,
CINN,0.4,13,0,783.4355401945677,0.0,low_vol,EURUSD,4740.8318519592285
MLP,0.4,13,0,711.3516512535599,0.0,low_vol,EURUSD,7315.412521362305
SVI,0.4,13,1,589.8876581899212,0.0,low_vol,EURUSD,
CINN,0.4,13,1,959.328250901293,0.0,low_vol,EURUSD,16972.375631332397
MLP,0.4,13,1,1143.6990619297865,970.706087473685,low_vol,EURUSD,11006.869077682495
SVI,0.4,13,2,816.3415431514295,0.0,low_vol,EURUSD,
CINN,0.4,13,2,1487.0693398271762,0.0,low_vol,EURUSD,5722.522497177124
MLP,0.4,13,2,977.911171380199,54.48174387367555,low_vol,EURUSD,5589.501142501831
SVI,0.6,13,0,725.1714982906508,0.0,low_vol,EURUSD,
CINN,0.6,13,0,1660.4666853455933,0.0,low_vol,EURUSD,5696.075677871704
MLP,0.6,13,0,663.8655621556287,0.0,low_vol,EURUSD,5476.315021514893
SVI,0.6,13,1,732.2192973231889,0.0,low_vol,EURUSD,
CINN,0.6,13,1,1274.7069091270162,0.0,low_vol,EURUSD,5846.5576171875
MLP,0.6,13,1,1007.8585067824808,0.14809484472459722,low_vol,EURUSD,6011.306047439575
SVI,0.6,13,2,836.4364396967577,0.0,low_vol,EURUSD,
CINN,0.6,13,2,763.2790583855528,0.0,low_vol,EURUSD,5310.750246047974
MLP,0.6,13,2,1098.818732457446,3.741463778726417,low_vol,EURUSD,5549.991607666016
SVI,0.2,14,0,570.3395883440645,0.0,stress,EURUSD,
CINN,0.2,14,0,1963.6456121201886,0.0,stress,EURUSD,11781.388759613037
MLP,0.2,14,0,2269.722529234211,0.0,stress,EURUSD,10849.650382995605
SVI,0.2,14,1,1379.4286369733584,0.0,stress,EURUSD,
CINN,0.2,14,1,1771.6987883180934,0.0,stress,EURUSD,11232.470273971558
MLP,0.2,14,1,2750.2733803025453,0.0,stress,EURUSD,10337.93020248413
SVI,0.2,14,2,1272.2811553161955,0.0,stress,EURUSD,
CINN,0.2,14,2,2765.9016800755126,0.0,stress,EURUSD,9189.594030380249
MLP,0.2,14,2,1481.3665480398975,0.0,stress,EURUSD,9636.667966842651
SVI,0.4,14,0,1360.5695656224395,0.0,stress,EURUSD,
CINN,0.4,14,0,1713.027623513043,0.0,stress,EURUSD,4836.876153945923
MLP,0.4,14,0,1313.1803952739604,0.0,stress,EURUSD,5000.905990600586
SVI,0.4,14,1,1299.9345258609715,0.0,stress,EURUSD,
CINN,0.4,14,1,1466.9721898848593,0.0,stress,EURUSD,5128.161668777466
MLP,0.4,14,1,2374.7611213065647,0.0,stress,EURUSD,8849.030017852783
SVI,0.4,14,2,892.9933695843037,0.0,stress,EURUSD,
CINN,0.4,14,2,1720.7923371887794,0.0,stress,EURUSD,9061.760187149048
MLP,0.4,14,2,2338.893934824431,0.0,stress,EURUSD,6573.925495147705
SVI,0.6,14,0,1614.8192966212075,0.0,stress,EURUSD,
CINN,0.6,14,0,1862.0437549401329,0.0,stress,EURUSD,5977.24723815918
MLP,0.6,14,0,1736.1174670018038,0.0,stress,EURUSD,5795.630931854248
SVI,0.6,14,1,1301.153721830446,0.0,stress,EURUSD,
CINN,0.6,14,1,2013.623625824541,0.0,stress,EURUSD,5771.072626113892
MLP,0.6,14,1,2176.6324835472706,0.0,stress,EURUSD,6125.78558921814
SVI,0.6,14,2,1566.834195943819,0.0,stress,EURUSD,
CINN,0.6,14,2,1690.3057470492515,0.0,stress,EURUSD,5129.467725753784
MLP,0.6,14,2,1558.3750304117114,0.0,stress,EURUSD,5208.616733551025
SVI,0.2,15,0,551.0776138185519,0.0,normal,EURUSD,
CINN,0.2,15,0,1087.2623752178283,0.0,normal,EURUSD,10033.976316452026
MLP,0.2,15,0,2740.0234828348193,0.0,normal,EURUSD,12608.925819396973
SVI,0.2,15,1,848.4517886383794,0.0,normal,EURUSD,
CINN,0.2,15,1,1254.8976272207246,0.0,normal,EURUSD,12106.353759765625
MLP,0.2,15,1,1236.1698179601199,0.0,normal,EURUSD,13661.585569381714
SVI,0.2,15,2,517.543231861829,0.0,normal,EURUSD,
CINN,0.2,15,2,1102.7336285583622,0.0,normal,EURUSD,12654.130935668945
MLP,0.2,15,2,839.3798342597644,1668.5045344268447,normal,EURUSD,10730.00979423523
SVI,0.4,15,0,1077.0138092386885,0.0,normal,EURUSD,
CINN,0.4,15,0,2135.414154527237,0.0,normal,EURUSD,6885.365009307861
MLP,0.4,15,0,1366.4466408144685,0.0,normal,EURUSD,6124.610424041748
SVI,0.4,15,1,860.5812595104394,0.0,normal,EURUSD,
CINN,0.4,15,1,1154.9138710608775,0.0,normal,EURUSD,9561.517238616943
MLP,0.4,15,1,1631.1291460623554,0.0,normal,EURUSD,9423.51508140564
SVI,0.4,15,2,614.2604841579155,0.0,normal,EURUSD,
CINN,0.4,15,2,1855.6240011297577,0.0,normal,EURUSD,7736.301898956299
MLP,0.4,15,2,917.2050806588979,0.0,normal,EURUSD,9573.633670806885
SVI,0.6,15,0,1030.20894109292,0.0,normal,EURUSD,
CINN,0.6,15,0,1377.6684692471702,0.0,normal,EURUSD,9140.001058578491
MLP,0.6,15,0,1421.5137421729698,0.0,normal,EURUSD,9055.387496948242
SVI,0.6,15,1,758.5785584145144,0.0,normal,EURUSD,
CINN,0.6,15,1,1472.7373807686592,0.0,normal,EURUSD,10945.147514343262
MLP,0.6,15,1,1528.7590041420458,0.0,normal,EURUSD,9577.630043029785
SVI,0.6,15,2,745.5461805231043,0.0,normal,EURUSD,
CINN,0.6,15,2,1787.4054056295538,0.0,normal,EURUSD,7337.677240371704
MLP,0.6,15,2,1982.3146630363458,0.0,normal,EURUSD,12326.42674446106
SVI,0.2,16,0,600.5021219270243,0.0,low_vol,EURUSD,
CINN,0.2,16,0,1067.3275299891557,1.4210854715202004e-10,low_vol,EURUSD,28590.16180038452
MLP,0.2,16,0,751.7026059388487,0.0,low_vol,EURUSD,25655.561208724976
SVI,0.2,16,1,655.9253600913836,0.0,low_vol,EURUSD,
CINN,0.2,16,1,686.3786615756861,0.0,low_vol,EURUSD,13579.294681549072
MLP,0.2,16,1,818.5586736056949,0.0,low_vol,EURUSD,10044.18158531189
SVI,0.2,16,2,492.3883590901446,0.0,low_vol,EURUSD,
CINN,0.2,16,2,645.0849551247023,0.0,low_vol,EURUSD,8721.960306167603
MLP,0.2,16,2,777.4078898194367,0.0,low_vol,EURUSD,8733.96348953247
SVI,0.4,16,0,742.3998359365158,0.0,low_vol,EURUSD,
CINN,0.4,16,0,785.5926326280927,0.0,low_vol,EURUSD,4719.588756561279
MLP,0.4,16,0,736.2367101774812,0.0,low_vol,EURUSD,4469.0046310424805
SVI,0.4,16,1,686.5321454197966,0.0,low_vol,EURUSD,
CINN,0.4,16,1,658.9706669268952,0.0,low_vol,EURUSD,4583.029508590698
MLP,0.4,16,1,716.9414520443635,0.0,low_vol,EURUSD,4450.000286102295
SVI,0.4,16,2,734.1715704882969,0.0,low_vol,EURUSD,
CINN,0.4,16,2,1760.168899739205,0.0,low_vol,EURUSD,4540.067434310913
MLP,0.4,16,2,862.9873756153596,0.0,low_vol,EURUSD,4432.996511459351
SVI,0.6,16,0,716.5731954893757,0.0,low_vol,EURUSD,
CINN,0.6,16,0,863.0770962667756,0.0,low_vol,EURUSD,4373.520374298096
MLP,0.6,16,0,1074.7927420335557,9.641284152678843,low_vol,EURUSD,4306.968688964844
SVI,0.6,16,1,875.7660713314294,0.0,low_vol,EURUSD,
CINN,0.6,16,1,1228.8638939904145,1.4210854715202004e-10,low_vol,EURUSD,4353.093147277832
MLP,0.6,16,1,857.4535138975274,0.0,low_vol,EURUSD,4275.96116065979
SVI,0.6,16,2,781.5295148978862,0.0,low_vol,EURUSD,
CINN,0.6,16,2,1754.9523337193793,0.0,low_vol,EURUSD,4302.002668380737
MLP,0.6,16,2,1425.3078730692432,0.0,low_vol,EURUSD,4307.968378067017
SVI,0.2,17,0,1101.9986894234066,0.0,stress,EURUSD,
CINN,0.2,17,0,2295.2208184661195,0.0,stress,EURUSD,9449.665307998657
MLP,0.2,17,0,2169.1205854736127,0.0,stress,EURUSD,10091.796159744263
SVI,0.2,17,1,385.7875514011736,0.0,stress,EURUSD,
CINN,0.2,17,1,1280.6429008618431,0.0,stress,EURUSD,8791.517972946167
MLP,0.2,17,1,979.0750433797523,0.0,stress,EURUSD,8806.508779525757
SVI,0.2,17,2,787.3929087433136,0.0,stress,EURUSD,
CINN,0.2,17,2,1323.519994374793,0.0,stress,EURUSD,8645.48373222351
MLP,0.2,17,2,1073.2415848637331,0.0,stress,EURUSD,8674.482107162476
SVI,0.4,17,0,813.2584161300242,0.0,stress,EURUSD,
CINN,0.4,17,0,1960.611606318717,0.0,stress,EURUSD,4446.530342102051
MLP,0.4,17,0,1587.5480672530425,0.0,stress,EURUSD,4456.001758575439
SVI,0.4,17,1,633.5532822938952,0.0,stress,EURUSD,
CINN,0.4,17,1,1660.633953441878,0.0,stress,EURUSD,4453.527212142944
MLP,0.4,17,1,1757.2246973228675,0.0,stress,EURUSD,4397.988557815552
SVI,0.4,17,2,842.4454810864078,0.0,stress,EURUSD,
CINN,0.4,17,2,1697.4868495485166,0.0,stress,EURUSD,4340.975522994995
MLP,0.4,17,2,2362.8470383577505,0.0,stress,EURUSD,4505.012035369873
SVI,0.6,17,0,1440.69410563774,0.0,stress,EURUSD,
CINN,0.6,17,0,1929.417299362822,0.0,stress,EURUSD,4361.502408981323
MLP,0.6,17,0,973.3883725230688,0.0,stress,EURUSD,4292.9651737213135
SVI,0.6,17,1,1250.5933562243952,0.0,stress,EURUSD,
CINN,0.6,17,1,1684.9611576722061,0.0,stress,EURUSD,4339.507818222046
MLP,0.6,17,1,1841.1677204714463,0.0,stress,EURUSD,5069.13948059082
SVI,0.6,17,2,690.1780007575541,0.0,stress,EURUSD,
CINN,0.6,17,2,1677.6563621445687,0.0,stress,EURUSD,4323.497295379639
MLP,0.6,17,2,2034.8958090760284,0.0,stress,EURUSD,4266.958951950073
SVI,0.2,18,0,599.62387283976,0.0,normal,EURUSD,
CINN,0.2,18,0,1508.7286236088198,0.0,normal,EURUSD,8597.453832626343
MLP,0.2,18,0,994.0354962257355,3631.3634487096633,normal,EURUSD,8666.476964950562
SVI,0.2,18,1,578.072371132417,0.0,normal,EURUSD,
CINN,0.2,18,1,987.5442594828965,0.0,normal,EURUSD,8562.448263168335
MLP,0.2,18,1,1172.549908734201,0.0,normal,EURUSD,8587.455987930298
SVI,0.2,18,2,546.533733587146,0.0,normal,EURUSD,
CINN,0.2,18,2,672.891199424228,0.0,normal,EURUSD,9160.584449768066
MLP,0.2,18,2,1019.3645583327677,0.0,normal,EURUSD,8862.521648406982
SVI,0.4,18,0,579.5301674638,0.0,normal,EURUSD,
CINN,0.4,18,0,1947.341067522255,0.0,normal,EURUSD,6449.991703033447
MLP,0.4,18,0,1539.7065045989448,0.0,normal,EURUSD,4398.988962173462
SVI,0.4,18,1,827.8024632797384,0.0,normal,EURUSD,
CINN,0.4,18,1,1321.639664684022,0.0,normal,EURUSD,4430.51815032959
MLP,0.4,18,1,1703.247833444621,0.0,normal,EURUSD,4406.990528106689
SVI,0.4,18,2,653.8717762414575,0.0,normal,EURUSD,
CINN,0.4,18,2,1859.431941899683,0.0,normal,EURUSD,4443.528175354004
MLP,0.4,18,2,1480.3276013258517,0.0,normal,EURUSD,4449.000358581543
SVI,0.6,18,0,733.8973085290031,0.0,normal,EURUSD,
CINN,0.6,18,0,941.9732593077508,0.0,normal,EURUSD,4257.486581802368
MLP,0.6,18,0,1286.3348113067839,0.0,normal,EURUSD,4350.978136062622
SVI,0.6,18,1,1008.0680416986122,0.0,normal,EURUSD,
CINN,0.6,18,1,1223.0382196816363,0.0,normal,EURUSD,4301.499366760254
MLP,0.6,18,1,1831.75674808043,0.0,normal,EURUSD,4324.972629547119
SVI,0.6,18,2,904.6727698687307,0.0,normal,EURUSD,
CINN,0.6,18,2,934.7374724847899,0.0,normal,EURUSD,4274.48582649231
MLP,0.6,18,2,1156.5709636767726,0.0,normal,EURUSD,4375.984191894531
SVI,0.2,19,0,810.9375344161939,0.0,low_vol,EURUSD,
CINN,0.2,19,0,981.4590142640484,0.0,low_vol,EURUSD,8698.483228683472
MLP,0.2,19,0,737.485607039435,0.0,low_vol,EURUSD,8641.467809677124
SVI,0.2,19,1,935.0869028485924,0.0,low_vol,EURUSD,
CINN,0.2,19,1,590.4804739243938,0.0,low_vol,EURUSD,8555.458068847656
MLP,0.2,19,1,768.139568653708,0.0,low_vol,EURUSD,8639.470100402832
SVI,0.2,19,2,823.1252439067583,0.0,low_vol,EURUSD,
CINN,0.2,19,2,651.128069897782,0.0,low_vol,EURUSD,8552.448987960815
MLP,0.2,19,2,1736.5429329326423,640.970919215178,low_vol,EURUSD,8601.933717727661
SVI,0.4,19,0,777.5585757837833,0.0,low_vol,EURUSD,
CINN,0.4,19,0,1132.968724760216,0.0,low_vol,EURUSD,4387.985706329346
MLP,0.4,19,0,744.8575934068816,0.0,low_vol,EURUSD,4354.9792766571045
SVI,0.4,19,1,795.6948452135571,0.0,low_vol,EURUSD,
CINN,0.4,19,1,1309.508545835568,0.0,low_vol,EURUSD,4586.0302448272705
MLP,0.4,19,1,643.7614515465563,0.0,low_vol,EURUSD,4355.979204177856
SVI,0.4,19,2,787.0061571302911,0.0,low_vol,EURUSD,
CINN,0.4,19,2,1106.1114924282715,1.4210854715202004e-10,low_vol,EURUSD,4396.9879150390625
MLP,0.4,19,2,932.8900312066197,0.0,low_vol,EURUSD,4362.98131942749
SVI,0.6,19,0,839.2882939591134,0.0,low_vol,EURUSD,
CINN,0.6,19,0,1659.8256347220115,0.0,low_vol,EURUSD,4285.96305847168
MLP,0.6,19,0,668.1154284724128,0.0,low_vol,EURUSD,4260.957717895508
SVI,0.6,19,1,879.4859472470401,0.0,low_vol,EURUSD,
CINN,0.6,19,1,810.8709246373223,0.0,low_vol,EURUSD,4276.961326599121
MLP,0.6,19,1,935.7330847259894,0.0,low_vol,EURUSD,4355.978965759277
SVI,0.6,19,2,801.8386223622913,0.0,low_vol,EURUSD,
CINN,0.6,19,2,874.3906265782633,0.0,low_vol,EURUSD,4195.943117141724
MLP,0.6,19,2,1153.6074932911908,257.73900497410017,low_vol,EURUSD,4235.952138900757
SVI,0.2,20,0,536.7480681809535,0.0,stress,EURUSD,
CINN,0.2,20,0,1416.3934209092095,0.0,stress,EURUSD,8722.487688064575
MLP,0.2,20,0,1076.125033273368,0.0,stress,EURUSD,8602.45966911316
SVI,0.2,20,1,932.4538596130833,0.0,stress,EURUSD,
CINN,0.2,20,1,1948.271875449509,0.0,stress,EURUSD,8438.426971435547
MLP,0.2,20,1,1611.0774300228086,0.0,stress,EURUSD,8780.505180358887
SVI,0.2,20,2,677.4163268058386,0.0,stress,EURUSD,
CINN,0.2,20,2,1902.5215358670882,0.0,stress,EURUSD,8623.46339225769
MLP,0.2,20,2,1099.598520003579,0.0,stress,EURUSD,8649.46961402893
SVI,0.4,20,0,671.2812294771677,0.0,stress,EURUSD,
CINN,0.4,20,0,2520.8408931384083,0.0,stress,EURUSD,8867.518901824951
MLP,0.4,20,0,1858.4200340968234,0.0,stress,EURUSD,8352.399349212646
SVI,0.4,20,1,1237.8441610090604,0.0,stress,EURUSD,
CINN,0.4,20,1,1589.366952254499,0.0,stress,EURUSD,4342.975854873657
MLP,0.4,20,1,1848.3610851102771,0.0,stress,EURUSD,4434.522867202759
SVI,0.4,20,2,1159.2172081309548,0.0,stress,EURUSD,
CINN,0.4,20,2,1422.2882375777865,0.0,stress,EURUSD,4332.973957061768
MLP,0.4,20,2,1057.7561121668884,0.0,stress,EURUSD,4383.509874343872
SVI,0.6,20,0,777.7083092984963,0.0,stress,EURUSD,
CINN,0.6,20,0,1664.317212393964,0.0,stress,EURUSD,4314.969778060913
MLP,0.6,20,0,2054.4922592412454,0.0,stress,EURUSD,4496.5386390686035
SVI,0.6,20,1,1351.0179612120041,0.0,stress,EURUSD,
CINN,0.6,20,1,1518.2973109211955,0.0,stress,EURUSD,4249.955415725708
MLP,0.6,20,1,2035.426578949738,0.0,stress,EURUSD,4331.498146057129
SVI,0.6,20,2,1480.4694306680826,0.0,stress,EURUSD,
CINN,0.6,20,2,1468.3617279747164,0.0,stress,EURUSD,4260.9570026397705
MLP,0.6,20,2,2109.0103901242505,0.0,stress,EURUSD,4345.502138137817
SVI,0.2,21,0,646.789970880097,0.0,normal,EURUSD,
CINN,0.2,21,0,982.0762147441836,0.0,normal,EURUSD,8603.459596633911
MLP,0.2,21,0,1227.5914314985257,0.0,normal,EURUSD,8639.4681930542
SVI,0.2,21,1,656.2755659489563,0.0,normal,EURUSD,
CINN,0.2,21,1,1182.8132904473657,0.0,normal,EURUSD,8529.917001724243
MLP,0.2,21,1,1116.4402851331376,0.0,normal,EURUSD,8622.522592544556
SVI,0.2,21,2,687.3767380486372,0.0,normal,EURUSD,
CINN,0.2,21,2,995.4905140244499,0.0,normal,EURUSD,8633.463859558105
MLP,0.2,21,2,1471.4208339277716,0.0,normal,EURUSD,8689.47958946228
SVI,0.4,21,0,713.5637099858088,0.0,normal,EURUSD,
CINN,0.4,21,0,997.2817159355732,0.0,normal,EURUSD,4452.5251388549805
MLP,0.4,21,0,1382.0866629497593,0.0,normal,EURUSD,4424.994468688965
SVI,0.4,21,1,649.7121822277501,0.0,normal,EURUSD,
CINN,0.4,21,1,1646.6563428264599,0.0,normal,EURUSD,4418.524980545044
MLP,0.4,21,1,803.011055119691,0.0,normal,EURUSD,4386.985540390015
SVI,0.4,21,2,544.3513470633138,0.0,normal,EURUSD,
CINN,0.4,21,2,1454.716803522848,0.0,normal,EURUSD,4431.521415710449
MLP,0.4,21,2,1426.9724407455212,0.0,normal,EURUSD,4390.987396240234
SVI,0.6,21,0,975.617253849201,0.0,normal,EURUSD,
CINN,0.6,21,0,1062.8836497380435,0.0,normal,EURUSD,4317.496776580811
MLP,0.6,21,0,1131.6923165332023,0.0,normal,EURUSD,4269.959926605225
SVI,0.6,21,1,802.6567820115539,0.0,normal,EURUSD,
CINN,0.6,21,1,1119.7167928439026,0.0,normal,EURUSD,4331.973552703857
MLP,0.6,21,1,2114.9453034699227,0.0,normal,EURUSD,4240.95344543457
SVI,0.6,21,2,488.0301574233048,0.0,normal,EURUSD,
CINN,0.6,21,2,1395.1031292456937,0.0,normal,EURUSD,4331.513404846191
MLP,0.6,21,2,1410.5329016177575,0.0,normal,EURUSD,4254.9567222595215
SVI,0.2,22,0,802.5951446394955,0.0,low_vol,EURUSD,
CINN,0.2,22,0,1050.9603084271102,1.865174681370263e-10,low_vol,EURUSD,8629.464864730835
MLP,0.2,22,0,568.0668828071342,0.0,low_vol,EURUSD,8687.482357025146
SVI,0.2,22,1,706.8012839498905,0.0,low_vol,EURUSD,
CINN,0.2,22,1,542.3515668954894,0.0,low_vol,EURUSD,8425.41790008545
MLP,0.2,22,1,680.3912355513297,0.0,low_vol,EURUSD,8553.465127944946
SVI,0.2,22,2,926.5682196507231,0.0,low_vol,EURUSD,
CINN,0.2,22,2,543.7236733707925,0.0,low_vol,EURUSD,8643.468618392944
MLP,0.2,22,2,848.4839569116883,0.0,low_vol,EURUSD,8730.490684509277
SVI,0.4,22,0,752.4164935688292,0.0,low_vol,EURUSD,
CINN,0.4,22,0,1073.0848172354306,1.5987211554602254e-10,low_vol,EURUSD,4668.048858642578
MLP,0.4,22,0,1883.5882683607035,494.8851646911123,low_vol,EURUSD,4489.552974700928
SVI,0.4,22,1,766.4349585359932,0.0,low_vol,EURUSD,
CINN,0.4,22,1,935.1038184620808,0.0,low_vol,EURUSD,4314.970016479492
MLP,0.4,22,1,796.7475680405809,0.0,low_vol,EURUSD,4409.524440765381
SVI,0.4,22,2,945.5186177161927,0.0,low_vol,EURUSD,
CINN,0.4,22,2,978.3951365127132,0.0,low_vol,EURUSD,4399.988651275635
MLP,0.4,22,2,1276.0282774928332,0.0,low_vol,EURUSD,4422.517776489258
SVI,0.6,22,0,779.2903260167532,0.0,low_vol,EURUSD,
CINN,0.6,22,0,822.5798812336183,0.0,low_vol,EURUSD,4206.94637298584
MLP,0.6,22,0,1080.6131043751052,0.017176956562297077,low_vol,EURUSD,4305.494070053101
SVI,0.6,22,1,825.0509917170989,0.0,low_vol,EURUSD,
CINN,0.6,22,1,850.228578658073,0.0,low_vol,EURUSD,4257.956981658936
MLP,0.6,22,1,2064.805692748815,0.0,low_vol,EURUSD,4276.488780975342
SVI,0.6,22,2,826.9213428706418,0.0,low_vol,EURUSD,
CINN,0.6,22,2,1179.4042598202996,1.4210854715202004e-10,low_vol,EURUSD,4287.964344024658
MLP,0.6,22,2,1058.7531453609668,0.16880746448358655,low_vol,EURUSD,4329.972743988037
SVI,0.2,23,0,861.4818946680452,0.0,stress,EURUSD,
CINN,0.2,23,0,1431.7264289787947,0.0,stress,EURUSD,8662.478923797607
MLP,0.2,23,0,1871.924308878156,0.0,stress,EURUSD,8653.472661972046
SVI,0.2,23,1,752.7306391693207,0.0,stress,EURUSD,
CINN,0.2,23,1,1564.9076782016505,0.0,stress,EURUSD,8920.531749725342
MLP,0.2,23,1,1698.14134060827,0.0,stress,EURUSD,8704.485893249512
SVI,0.2,23,2,667.283100894562,0.0,stress,EURUSD,
CINN,0.2,23,2,1697.3149945423625,0.0,stress,EURUSD,8607.93399810791
MLP,0.2,23,2,2057.7033451436537,0.0,stress,EURUSD,8607.462644577026
SVI,0.4,23,0,876.7160332779584,0.0,stress,EURUSD,
CINN,0.4,23,0,1896.7011451879853,0.0,stress,EURUSD,4444.523096084595
MLP,0.4,23,0,1764.5532993861787,0.0,stress,EURUSD,4442.99840927124
SVI,0.4,23,1,878.6869302434171,0.0,stress,EURUSD,
CINN,0.4,23,1,1288.9954777419157,0.0,stress,EURUSD,4463.525056838989
MLP,0.4,23,1,1269.3748519985807,0.0,stress,EURUSD,4416.993141174316
SVI,0.4,23,2,1299.2141074444469,0.0,stress,EURUSD,
CINN,0.4,23,2,1548.4933935967865,0.0,stress,EURUSD,4433.521747589111
MLP,0.4,23,2,1733.3713809524804,0.0,stress,EURUSD,4408.9906215667725
SVI,0.6,23,0,1287.33104407027,0.0,stress,EURUSD,
CINN,0.6,23,0,1679.619277968738,0.0,stress,EURUSD,4256.956100463867
MLP,0.6,23,0,1799.6800913573336,0.0,stress,EURUSD,4308.968782424927
SVI,0.6,23,1,881.8897905203107,0.0,stress,EURUSD,
CINN,0.6,23,1,1898.8631140600905,0.0,stress,EURUSD,4231.949806213379
MLP,0.6,23,1,1392.5395273251947,0.0,stress,EURUSD,4292.964935302734
SVI,0.6,23,2,1578.1291733743305,0.0,stress,EURUSD,
CINN,0.6,23,2,1839.071142867358,0.0,stress,EURUSD,4237.951993942261
MLP,0.6,23,2,1434.6053276429018,0.0,stress,EURUSD,4456.002473831177
SVI,0.2,24,0,606.7884712697833,0.0,normal,EURUSD,
CINN,0.2,24,0,1336.2788076466995,0.0,normal,EURUSD,8688.953638076782
MLP,0.2,24,0,1045.528255506137,0.0,normal,EURUSD,8669.473648071289
SVI,0.2,24,1,611.9567696129387,0.0,normal,EURUSD,
CINN,0.2,24,1,908.3857760932125,0.0,normal,EURUSD,8610.459566116333
MLP,0.2,24,1,928.9609119363026,0.0,normal,EURUSD,8808.980941772461
SVI,0.2,24,2,812.5105674300901,0.0,normal,EURUSD,
CINN,0.2,24,2,985.8199652614354,0.0,normal,EURUSD,9692.710399627686
MLP,0.2,24,2,1431.3720097732883,0.0,normal,EURUSD,9869.750022888184
SVI,0.4,24,0,639.3244788710499,0.0,normal,EURUSD,
CINN,0.4,24,0,1744.0982812243105,0.0,normal,EURUSD,4428.519010543823
MLP,0.4,24,0,1633.5561123526152,0.0,normal,EURUSD,4398.988723754883
SVI,0.4,24,1,647.4632198350758,0.0,normal,EURUSD,
CINN,0.4,24,1,1024.658144997157,0.0,normal,EURUSD,5253.706455230713
MLP,0.4,24,1,1671.201154565463,0.0,normal,EURUSD,4416.992425918579
SVI,0.4,24,2,579.9908514514273,0.0,normal,EURUSD,
CINN,0.4,24,2,1104.0509859853619,0.0,normal,EURUSD,8405.43508529663
MLP,0.4,24,2,1555.8403833212872,0.0,normal,EURUSD,8463.427305221558
SVI,0.6,24,0,757.1950074011532,0.0,normal,EURUSD,
CINN,0.6,24,0,1403.9586065470305,0.0,normal,EURUSD,4323.494672775269
MLP,0.6,24,0,1694.4991052442022,0.0,normal,EURUSD,4284.963607788086
SVI,0.6,24,1,879.8491872079363,0.0,normal,EURUSD,
CINN,0.6,24,1,1041.4284682247342,0.0,normal,EURUSD,4482.535362243652
MLP,0.6,24,1,1562.3018048335668,0.0,normal,EURUSD,4290.964603424072
SVI,0.6,24,2,769.3495311988795,0.0,normal,EURUSD,
CINN,0.6,24,2,1275.5288061455303,0.0,normal,EURUSD,4315.49334526062
MLP,0.6,24,2,2165.731766713473,0.0,normal,EURUSD,4292.964458465576
SVI,0.2,25,0,548.0559540817762,0.0,low_vol,EURUSD,
CINN,0.2,25,0,1037.6461871974516,0.0,low_vol,EURUSD,8696.488618850708
MLP,0.2,25,0,771.0098524464279,0.0,low_vol,EURUSD,8627.490997314453
SVI,0.2,25,1,627.239117366489,0.0,low_vol,EURUSD,
CINN,0.2,25,1,616.3044818307013,0.0,low_vol,EURUSD,8517.443180084229
MLP,0.2,25,1,652.9131313684371,0.0,low_vol,EURUSD,8552.448034286499
SVI,0.2,25,2,724.952204813515,0.0,low_vol,EURUSD,
CINN,0.2,25,2,1094.7823872889805,1.4210854715202004e-10,low_vol,EURUSD,8586.46559715271
MLP,0.2,25,2,1035.7208860338112,0.0,low_vol,EURUSD,8627.47073173523
SVI,0.4,25,0,554.7212001284137,0.0,low_vol,EURUSD,
CINN,0.4,25,0,700.620300603687,0.0,low_vol,EURUSD,4483.007431030273
MLP,0.4,25,0,1815.5491774684074,0.0,low_vol,EURUSD,4382.513999938965
SVI,0.4,25,1,602.7906041795685,0.0,low_vol,EURUSD,
CINN,0.4,25,1,646.7861509825683,0.0,low_vol,EURUSD,4325.972318649292
MLP,0.4,25,1,1004.9704268842726,3.0875411188581445,low_vol,EURUSD,4360.506534576416
SVI,0.4,25,2,679.4778255429894,0.0,low_vol,EURUSD,
CINN,0.4,25,2,1229.7051788383712,1.4210854715202004e-10,low_vol,EURUSD,4361.979961395264
MLP,0.4,25,2,1021.1388834000913,9.614114293208242,low_vol,EURUSD,4419.527053833008
